
PKUNZIP (R)    FAST!    Extract Utility    Version 2.04g  02-01-93
Copr. 1989-1993 PKWARE Inc. All Rights Reserved. Shareware Version
PKUNZIP Reg. U.S. Pat. and Tm. Off.

þ XMS version 3.00 detected.

Searching ZIP: DFMAP.ZIP

 Length  Method   Size  Ratio   Date    Time    CRC-32  Attr  Name
 ------  ------   ----- -----   ----    ----   -------- ----  ----
    566  DeflatN    350  39%  29-03-88  12:05  29b0a666 --w-  MISC/AUTOEXEC.BAT
     75  DeflatN     70   7%  15-01-88  17:01  32608531 --w-  MISC/CONFIG.SYS
  20096  DeflatN  12589  38%  12-05-94  23:15  e5627c3d --w-  MISC/OLD-DATA.ZIP
  12242  DeflatN   8694  29%  27-04-87  00:00  97a6df4b --w-  MISC/PKXARC.COM
   1158  DeflatN    203  83%  19-05-88  20:15  02e01fb7 --w-  MISC/OLD-REFS/ALPHA-FE.REF
   1158  DeflatN    193  84%  19-05-88  20:24  cbb90a89 --w-  MISC/OLD-REFS/ALPHA-TI.REF
   1158  DeflatN    364  69%  19-05-88  20:35  8a46f6fa --w-  MISC/OLD-REFS/ALPHA-ZR.REF
   1158  DeflatN    208  83%  14-05-89  15:08  a964b9e7 --w-  MISC/OLD-REFS/ALUMINA.REF
   1158  DeflatN    193  84%  19-05-88  20:24  cbb90a89 --w-  MISC/OLD-REFS/BETA-TI.REF
   1158  DeflatN    180  85%  19-05-88  20:41  43426f77 --w-  MISC/OLD-REFS/BETA-ZR.REF
   1158  DeflatN    203  83%  19-05-88  20:15  02e01fb7 --w-  MISC/OLD-REFS/COPPER.REF
   1158  DeflatN    375  68%  23-05-88  15:31  5fbd1bdf --w-  MISC/OLD-REFS/ICE.REF
   1158  DeflatN    203  83%  29-05-88  14:33  18c8d3a6 --w-  MISC/OLD-REFS/LEAD.REF
   1158  DeflatN    117  90%  19-05-88  20:43  f75afb61 --w-  MISC/OLD-REFS/MAGNESIA.REF
   1158  DeflatN    132  89%  30-05-88  17:15  57ea0733 --w-  MISC/OLD-REFS/MAR-M200.REF
   1158  DeflatN    117  90%  19-05-88  20:43  f75afb61 --w-  MISC/OLD-REFS/MOLYBDM.REF
   1158  DeflatN    203  83%  19-05-88  20:15  02e01fb7 --w-  MISC/OLD-REFS/NICKEL.REF
   1158  DeflatN     36  97%  12-07-88  16:36  37c66921 --w-  MISC/OLD-REFS/PLSTCENE.REF
   1158  DeflatN    300  75%  11-05-89  20:57  69f1b7d6 --w-  MISC/OLD-REFS/ROCKSALT.REF
   1158  DeflatN    219  82%  05-11-88  11:18  11123e4d --w-  MISC/OLD-REFS/SI3N4-1.REF
   1158  DeflatN    288  76%  06-11-88  11:24  4586b921 --w-  MISC/OLD-REFS/SI3N4.REF
   1158  DeflatN    291  75%  06-11-88  11:33  168a9c0b --w-  MISC/OLD-REFS/SIC.REF
   1158  DeflatN    208  83%  30-05-89  17:07  40dbc38b --w-  MISC/OLD-REFS/SILVER.REF
   1158  DeflatN    138  89%  29-05-88  16:29  efaa28ac --w-  MISC/OLD-REFS/SS-304.REF
   1158  DeflatN    117  90%  19-05-88  20:43  f75afb61 --w-  MISC/OLD-REFS/SS-316.REF
   1158  DeflatN    104  92%  29-05-88  14:18  a7649055 --w-  MISC/OLD-REFS/T-STEEL.REF
   1158  DeflatN     37  97%  20-05-88  19:06  0b4ece38 --w-  MISC/OLD-REFS/TI-AL.REF
   1158  DeflatN    100  92%  19-05-88  21:00  75ccdf69 --w-  MISC/OLD-REFS/TIN.REF
   1158  DeflatN    203  83%  19-05-88  20:15  02e01fb7 --w-  MISC/OLD-REFS/TUNGSTEN.REF
   1158  DeflatN    140  88%  19-05-88  20:55  04250730 --w-  MISC/OLD-REFS/URANIA.REF
   1158  DeflatN     59  95%  19-05-88  20:52  3c440a20 --w-  MISC/OLD-REFS/Y-BA-CUO.REF
   1158  DeflatN    106  91%  19-05-88  20:49  ef98d20c --w-  MISC/OLD-REFS/ZIRCONIA.REF
     30  Stored      30   0%  13-01-89  15:54  e58a188b --w-  OLD-BAT/BILD1.BAT
     30  Stored      30   0%  13-01-89  15:54  eed65fb6 --w-  OLD-BAT/MAKE1.BAT
    489  DeflatN    162  67%  06-05-88  20:28  d2a5240c --w-  OLD-BAT/OLIV.BAT
    423  DeflatN    159  63%  06-05-88  20:21  7073c221 --w-  OLD-BAT/DEMO.BAT
 ------          ------  ---                                  -------
1969303          718950  64%                                      237
